Type,City,ZIP,ListPrice,BEDS,BATHS,ImputedSQFT,ParkSpots,HasGarage,DOM,BeenReduced,SoldPrev,LATITUDE,LONGITUDE
Townhouse,Arlington Heights,60005,155000,3,1.5,866,2,None,853,No,Yes,42.067401,-87.990181
Condo/Coop,Arlington Heights,60005,159000,2,2,1200,2,None,546,No,Yes,42.04242,-87.973687
Single Family Residential,Arlington Heights,60005,569900,4,2.5,2184,1,Garage,381,Yes,Yes,42.07701,-87.97501
Single Family Residential,Arlington Heights,60004,1550000,4,4.5,4200,3,Garage,381,Yes,Yes,42.094795,-87.959104
Single Family Residential,Arlington Heights,60004,575000,4,3.5,3500,2,Garage,343,Yes,No,42.094792,-87.974719
Single Family Residential,Arlington Heights,60004,284900,3,1,1150,2,Garage,337,Yes,Yes,42.107136,-88.002899
Single Family Residential,Arlington Heights,60004,830000,5,3.5,3890,3,Garage,309,No,No,42.100643,-87.968754
Single Family Residential,Arlington Heights,60004,437000,3,2.5,2980,2,Garage,305,Yes,No,42.118101,-87.959258
Single Family Residential,Arlington Heights,60005,779900,4,3,2700,2,Garage,289,No,No,42.079382,-87.988127
Single Family Residential,Arlington Heights,60005,509000,5,2.5,3000,2,Garage,276,No,No,42.070165,-87.968834
Single Family Residential,Arlington Heights,60004,325000,3,2,1629,2,Garage,261,Yes,Yes,42.120058,-87.995435
Single Family Residential,Arlington Heights,60004,225000,2,1,1067,0,None,256,No,Yes,42.098011,-88.00251
Single Family Residential,Arlington Heights,60004,269990,3,1.5,1271,1,Garage,255,Yes,No,42.076937,-87.966181
Townhouse,Arlington Heights,60004,296000,3,2,1629,1,Garage,253,No,No,42.104672,-87.962021
Single Family Residential,Arlington Heights,60004,879900,4,4.5,3580,2,Garage,253,No,Yes,42.096887,-87.988102
Condo/Coop,Arlington Heights,60005,262500,2,2,1500,2,None,248,Yes,No,42.082597,-87.98513
Condo/Coop,Arlington Heights,60005,650000,3,3.5,2500,2,Garage,245,Yes,No,42.0815348,-87.98146
Single Family Residential,Arlington Heights,60004,489000,3,1.5,1456,1,Garage,242,No,No,42.089354,-87.98247
Single Family Residential,Arlington Heights,60005,798900,4,4,3850,3,Garage,235,No,Yes,42.08349,-87.997201
Single Family Residential,Arlington Heights,60004,795000,4,3,3400,3,Garage,230,No,No,42.1122825,-87.988531
Condo/Coop,Arlington Heights,60004,107500,1,1,906,1,Garage,228,Yes,Yes,42.108852,-87.982092
Single Family Residential,Arlington Heights,60004,339000,4,2.5,1323,2,Garage,212,Yes,No,42.120607,-87.957041
Condo/Coop,Arlington Heights,60004,99000,2,2,1382,1,None,163,Yes,Yes,42.123051,-87.967146
Single Family Residential,Arlington Heights,60004,279900,3,2,1629,2,Garage,158,Yes,No,42.110613,-87.956344
Single Family Residential,Arlington Heights,60005,359000,3,1.5,1612,2,Garage,158,No,Yes,42.066964,-87.974441
Single Family Residential,Arlington Heights,60004,399000,4,3.5,2448,2,Garage,150,Yes,Yes,42.13154,-87.966984
Single Family Residential,Arlington Heights,60004,899925,4,4,3800,3,Garage,147,No,Yes,42.094657,-87.973062
Single Family Residential,Arlington Heights,60005,649925,4,2.5,3073,2,Garage,137,No,No,42.072469,-88.00279
Condo/Coop,Arlington Heights,60005,132900,2,1.5,900,1,None,132,Yes,Yes,42.045491,-87.976016
Townhouse,Arlington Heights,60004,199900,2,1.5,1400,1,Garage,130,No,No,42.148208,-88.009993
Townhouse,Arlington Heights,60004,399000,3,2.5,2428,4,Garage,129,Yes,No,42.0931013,-88.002189
Townhouse,Arlington Heights,60004,200000,3,1.5,1165,1,Garage,129,No,No,42.077282,-87.966951
Single Family Residential,Arlington Heights,60005,299900,3,2,1800,2,Garage,128,Yes,No,42.081344,-87.986996
Single Family Residential,Arlington Heights,60004,294999,3,2,1135,1,Garage,122,Yes,Yes,42.105824,-87.988171
Single Family Residential,Arlington Heights,60004,839990,4,4.5,3385,3,Garage,122,No,No,42.108489,-87.990399
Single Family Residential,Arlington Heights,60004,344900,3,1.5,1829,2,Garage,114,No,Yes,42.152255,-87.998848
Single Family Residential,Arlington Heights,60005,399000,4,2.5,2600,2,Garage,114,No,No,42.054251,-87.983133
Single Family Residential,Arlington Heights,60004,276400,3,1,1258,2,Garage,113,Yes,Yes,42.103147,-87.982798
Condo/Coop,Arlington Heights,60005,299000,2,2,1470,1,Garage,113,Yes,No,42.0815348,-87.98146
Single Family Residential,Arlington Heights,60004,945000,4,4.5,3806,3,Garage,106,No,Yes,42.100213,-88.000604
Single Family Residential,Arlington Heights,60005,304925,3,2,1265,1,Garage,102,Yes,No,42.081394,-87.997976
Single Family Residential,Arlington Heights,60005,675000,2,2,1296,2,Garage,101,Yes,No,42.075327,-87.988445
Condo/Coop,Arlington Heights,60005,154900,2,2,1200,2,None,99,Yes,Yes,42.04242,-87.973687
Single Family Residential,Arlington Heights,60005,379000,3,2,1796,1,Garage,99,Yes,No,42.081398,-87.998941
Single Family Residential,Arlington Heights,60005,369000,3,3,1602,2,Garage,98,Yes,Yes,42.075375,-87.969275
Single Family Residential,Arlington Heights,60004,845000,5,4.5,4819,4,Garage,98,Yes,Yes,42.119447,-87.979865
Single Family Residential,Arlington Heights,60004,750000,4,2.5,2929,2,Garage,97,No,No,42.111429,-87.985876
Single Family Residential,Arlington Heights,60004,829900,4,3.5,2930,3,Garage,97,No,No,42.111429,-87.985876
Single Family Residential,Arlington Heights,60004,824900,5,4.5,3348,2,Garage,97,No,No,42.111429,-87.985876
Condo/Coop,Arlington Heights,60004,78490,1,1,800,1,None,97,Yes,No,42.0985641,-87.955233
Single Family Residential,Arlington Heights,60004,769900,4,3,4300,3,Garage,96,Yes,Yes,42.127859,-87.979929
Single Family Residential,Arlington Heights,60005,294900,3,2,1361,1,Garage,95,Yes,Yes,42.068416,-87.967639
Single Family Residential,Arlington Heights,60004,775000,4,2.5,3770,7,Garage,94,No,No,42.10461,-87.954095
Single Family Residential,Arlington Heights,60004,822162,4,3.5,3672,3,Garage,90,Yes,No,42.0991943,-87.966224
Single Family Residential,Arlington Heights,60005,853155,4,2.5,4018,2,Garage,90,Yes,No,42.1285209,-87.851726
Single Family Residential,Arlington Heights,60004,774675,4,2.5,3467,3,Garage,89,Yes,No,42.0991066,-87.965658
Single Family Residential,Arlington Heights,60004,796895,4,2.5,3505,3,Garage,89,Yes,No,42.0991759,-87.966047
Condo/Coop,Arlington Heights,60004,262000,2,2.5,1667,1,Garage,88,Yes,No,42.119247,-87.991335
Single Family Residential,Arlington Heights,60004,820995,4,2,4018,2,Garage,87,No,No,42.0992981,-87.961688
Single Family Residential,Arlington Heights,60004,800995,4,3,3672,3,Garage,87,No,No,42.0992981,-87.961688
Single Family Residential,Arlington Heights,60004,760995,4,2,3467,3,Garage,87,No,No,42.0992981,-87.961688
Condo/Coop,Arlington Heights,60005,309900,2,3,1789,1,Garage,87,Yes,No,42.078809,-87.981362
Condo/Coop,Arlington Heights,60005,319900,2,2,1382,1,Garage,87,Yes,No,42.078809,-87.981362
Condo/Coop,Arlington Heights,60004,125000,1,1,800,1,Garage,86,No,Yes,42.108852,-87.982092
Single Family Residential,Arlington Heights,60004,299999,3,2,1629,2,Garage,80,Yes,Yes,42.1073,-88.001199
Single Family Residential,Arlington Heights,60004,308500,4,2.5,2573,1,Garage,80,Yes,Yes,42.0756099,-87.95786
Single Family Residential,Arlington Heights,60005,279500,3,2,1055,1,Garage,79,No,No,42.076893,-87.997194
Single Family Residential,Arlington Heights,60004,899000,4,3.5,3739,3,Garage,79,No,No,42.11121,-87.989247
Single Family Residential,Arlington Heights,60005,533900,4,2.5,2300,2,Garage,75,Yes,Yes,42.067128,-87.988306
Single Family Residential,Arlington Heights,60004,329000,3,1.5,1768,2,Garage,73,Yes,Yes,42.148124,-87.99866
Townhouse,Arlington Heights,60004,254000,2,1.5,2126,1,Garage,73,Yes,Yes,42.104576,-87.962221
Single Family Residential,Arlington Heights,60004,350000,3,2,1814,2,Garage,73,No,Yes,42.074294,-87.958343
Single Family Residential,Arlington Heights,60004,474900,4,2.5,2344,2,Garage,72,Yes,Yes,42.114808,-87.97719
Single Family Residential,Arlington Heights,60005,699000,4,2.5,3400,2,Garage,71,No,No,42.0839632,-87.992668
Townhouse,Arlington Heights,60004,269000,3,2,1700,3,Garage,71,Yes,Yes,42.1044993,-87.962028
Single Family Residential,Arlington Heights,60004,400000,3,2,1900,2,Garage,70,Yes,No,42.091016,-87.980168
Single Family Residential,Arlington Heights,60004,749000,4,3.5,3593,3,Garage,70,Yes,Yes,42.122282,-87.99727
Single Family Residential,Arlington Heights,60004,469000,4,3,2077,4,Garage,70,Yes,No,42.086416,-87.972822
Single Family Residential,Arlington Heights,60005,609900,5,3,3638,3,Garage,69,No,No,42.05669,-87.975269
Single Family Residential,Arlington Heights,60005,249900,2,1,1381,1,Garage,64,No,Yes,42.070267,-87.980823
Single Family Residential,Arlington Heights,60004,694900,5,3,4150,3,Garage,64,Yes,Yes,42.118256,-87.979886
Single Family Residential,Arlington Heights,60005,539000,4,2.5,2808,2,Garage,64,Yes,Yes,42.055235,-87.976459
Single Family Residential,Arlington Heights,60005,299000,3,1,1038,2,Garage,63,Yes,Yes,42.078472,-87.981365
Single Family Residential,Arlington Heights,60004,525000,4,2.5,3657,3,Garage,62,No,No,42.119003,-87.966211
Single Family Residential,Arlington Heights,60005,629000,4,4.5,4600,2,Garage,61,No,No,42.068024,-87.979882
Single Family Residential,Arlington Heights,60004,610000,5,2.5,3600,2,Garage,60,Yes,No,42.14924,-87.990891
Single Family Residential,Arlington Heights,60005,650000,5,4,3792,3,Garage,59,Yes,Yes,42.084634,-88.000895
Single Family Residential,Arlington Heights,60005,475000,4,2.5,3400,2,Garage,59,Yes,No,42.07031,-87.992217
Single Family Residential,Arlington Heights,60004,479000,4,2.5,2184,2,Garage,59,Yes,No,42.10043,-87.995335
Single Family Residential,Arlington Heights,60005,359500,2,2,1400,1,Garage,59,Yes,Yes,42.068049,-87.984652
Single Family Residential,Arlington Heights,60004,479900,4,3.5,4084,3,Garage,59,Yes,Yes,42.081127,-87.959516
Single Family Residential,Arlington Heights,60004,419000,3,2.5,2209,2,Garage,59,Yes,No,42.133714,-87.967101
Single Family Residential,Arlington Heights,60004,349500,4,1.5,1687,2,Garage,59,Yes,Yes,42.105493,-88.001031
Single Family Residential,Arlington Heights,60004,715000,4,2.5,2802,2,Garage,57,Yes,Yes,42.092722,-87.987387
Condo/Coop,Arlington Heights,60005,224900,2,2,1382,2,Garage,57,No,No,42.080412,-87.983497
Single Family Residential,Arlington Heights,60005,349900,4,2.5,2437,2,Garage,57,Yes,Yes,42.050131,-87.976524
Single Family Residential,Arlington Heights,60004,399900,4,2.5,1769,2,Garage,57,Yes,Yes,42.120989,-87.963103
Townhouse,Arlington Heights,60004,599000,3,3.5,2684,2,Garage,56,No,Yes,42.076393,-87.964953
Single Family Residential,Arlington Heights,60004,514000,4,2.5,2184,2,Garage,56,Yes,No,42.124774,-87.995045
Condo/Coop,Arlington Heights,60005,729000,2,2,1382,2,Garage,56,Yes,Yes,42.083108,-87.984543
Single Family Residential,Arlington Heights,60004,495000,4,2.5,1742,2,Garage,56,No,No,42.082629,-87.966191
Single Family Residential,Arlington Heights,60004,514900,4,3,2757,2,Garage,53,Yes,Yes,42.107864,-87.960155
Single Family Residential,Arlington Heights,60004,619000,4,3.5,3222,2,Garage,53,No,Yes,42.088473,-87.970347
Condo/Coop,Arlington Heights,60005,189900,3,2,1629,2,None,52,No,No,42.0860111,-87.988856
Townhouse,Arlington Heights,60005,247900,3,3,1600,2,Garage,51,No,Yes,42.0361791,-87.97181
Single Family Residential,Arlington Heights,60004,424900,5,3,2552,2,Garage,51,Yes,No,42.115113,-87.974749
Single Family Residential,Arlington Heights,60004,349000,3,3.5,2399,2,Garage,50,Yes,No,42.112528,-88.001793
Single Family Residential,Arlington Heights,60005,329900,3,1,1176,1,Garage,50,No,Yes,42.069333,-87.988284
Single Family Residential,Arlington Heights,60005,850000,5,4.5,4200,3,Garage,49,No,No,42.089251,-88.001416
Single Family Residential,Arlington Heights,60004,334900,3,2,1629,2,Garage,46,No,No,42.094252,-88.003058
Single Family Residential,Arlington Heights,60005,425000,4,2.5,2524,2,Garage,46,Yes,No,42.073133,-88.001187
Single Family Residential,Arlington Heights,60004,525000,3,2,2548,3,Garage,45,Yes,Yes,42.105004,-88.003941
Condo/Coop,Arlington Heights,60004,354000,2,2.5,2456,1,Garage,45,No,Yes,42.119247,-87.991335
Single Family Residential,Arlington Heights,60004,949000,4,4.5,4021,2,Garage,45,No,Yes,42.091506,-87.96369
Single Family Residential,Arlington Heights,60005,389000,4,2.5,2202,2,Garage,44,No,No,42.036766,-87.968033
Single Family Residential,Arlington Heights,60004,324800,4,2.5,2184,1,Garage,44,Yes,Yes,42.1026355,-87.98444
Single Family Residential,Arlington Heights,60004,530000,4,3.5,3256,3,Garage,43,Yes,No,42.099451,-87.964201
Single Family Residential,Arlington Heights,60005,650000,5,5,4356,2,Garage,43,No,Yes,42.055709,-87.977016
Single Family Residential,Arlington Heights,60004,398000,3,3.5,1960,2,Garage,43,No,Yes,42.1107402,-87.985491
Single Family Residential,Arlington Heights,60004,574900,5,3,3800,2,Garage,42,Yes,No,42.126642,-87.978879
Single Family Residential,Arlington Heights,60004,615000,4,3.5,2828,3,Garage,42,Yes,Yes,42.094286,-87.986181
Single Family Residential,Arlington Heights,60004,829000,5,4.5,4466,2,Garage,40,Yes,No,42.127539,-87.974653
Single Family Residential,Arlington Heights,60004,241900,2,1,1067,2,Garage,39,Yes,Yes,42.087975,-87.973315
Condo/Coop,Arlington Heights,60005,129500,2,2,1300,1,None,38,No,No,42.074974,-87.967517
Single Family Residential,Arlington Heights,60005,389900,3,3,2109,2,Garage,37,Yes,Yes,42.0681136,-87.970545
Single Family Residential,Arlington Heights,60004,519000,5,3,3330,2,Garage,37,Yes,No,42.15266,-87.991702
Single Family Residential,Arlington Heights,60004,249900,2,2,1382,1,Garage,37,No,No,42.106755,-87.977282
Single Family Residential,Arlington Heights,60004,625000,4,2.5,3110,3,Garage,37,Yes,Yes,42.089891,-87.988494
Single Family Residential,Arlington Heights,60004,379900,3,2.5,1960,2,Garage,36,Yes,Yes,42.113651,-87.985255
Single Family Residential,Arlington Heights,60005,474000,2,2.5,1744,2,Garage,36,Yes,Yes,42.073051,-87.975347
Multi-Family,Arlington Heights,60005,398000,4,2,1920,2,Garage,36,No,No,42.084043,-87.989608
Single Family Residential,Arlington Heights,60004,534000,4,2.5,2300,2,Garage,36,Yes,No,42.101192,-87.96964
Single Family Residential,Arlington Heights,60005,475000,4,2.5,2805,2,Garage,35,Yes,Yes,42.058453,-87.982703
Condo/Coop,Arlington Heights,60004,139900,2,1,900,1,None,35,Yes,Yes,42.084058,-87.972946
Single Family Residential,Arlington Heights,60004,339000,3,2.5,1609,4,Garage,35,Yes,Yes,42.128687,-87.976605
Single Family Residential,Arlington Heights,60005,499000,4,3.5,2501,2,Garage,35,Yes,Yes,42.063191,-87.992271
Condo/Coop,Arlington Heights,60004,224900,3,2,1650,1,Garage,35,Yes,Yes,42.1109628,-87.950888
Single Family Residential,Arlington Heights,60005,579000,4,3.5,3027,2,Garage,35,Yes,No,42.062769,-87.992243
Single Family Residential,Arlington Heights,60004,345000,3,2,1278,2,Garage,32,Yes,No,42.078367,-87.9554
Single Family Residential,Arlington Heights,60005,525000,3,3,2110,1,Garage,32,Yes,Yes,42.076949,-87.978471
Single Family Residential,Arlington Heights,60005,1084000,5,3.5,4500,3,Garage,32,No,No,42.075301,-87.97454
Condo/Coop,Arlington Heights,60005,119900,2,1,1067,2,None,31,No,Yes,42.037705,-87.968176
Single Family Residential,Arlington Heights,60004,437000,4,3.5,2447,2,Garage,30,Yes,Yes,42.13347,-87.970919
Single Family Residential,Arlington Heights,60005,699000,3,2,1629,2,Garage,30,No,No,42.067536,-87.978904
Single Family Residential,Arlington Heights,60004,739900,4,3.5,3000,2,Garage,30,Yes,Yes,42.094726,-88.001388
Single Family Residential,Arlington Heights,60004,309900,3,1.5,1811,2,Garage,30,No,No,42.137287,-87.963212
Single Family Residential,Arlington Heights,60004,719900,5,3.5,4045,2,Garage,29,No,Yes,42.124206,-87.972383
Single Family Residential,Arlington Heights,60004,439000,5,2.5,2409,3,Garage,29,Yes,No,42.151668,-87.990235
Single Family Residential,Arlington Heights,60004,339000,3,2,1360,2,Garage,29,Yes,Yes,42.133498,-87.968237
Single Family Residential,Arlington Heights,60004,799500,4,3.5,3100,2,Garage,29,No,No,42.093972,-87.973996
Single Family Residential,Arlington Heights,60004,490000,5,2.5,2582,2,Garage,29,No,No,42.100516,-87.986884
Single Family Residential,Arlington Heights,60005,329900,3,1.5,1505,5,Garage,29,No,Yes,42.081886,-87.990577
Townhouse,Arlington Heights,60004,298000,3,2.5,2800,2,Garage,28,Yes,Yes,42.123509,-87.994188
Single Family Residential,Arlington Heights,60005,519900,4,2.5,2290,1,Garage,28,Yes,Yes,42.076102,-87.973644
Townhouse,Arlington Heights,60004,299899,3,2.5,1785,1,Garage,28,No,Yes,42.081556,-87.948224
Single Family Residential,Arlington Heights,60004,425000,3,2.5,1853,2,Garage,28,No,Yes,42.092835,-87.97204
Single Family Residential,Arlington Heights,60004,279000,2,2,1200,2,Garage,28,No,Yes,42.098376,-87.988592
Townhouse,Arlington Heights,60005,224900,3,2,1650,2,Garage,28,No,Yes,42.0397898,-87.971944
Single Family Residential,Arlington Heights,60004,669900,4,4.5,3239,2,Garage,27,Yes,Yes,42.080178,-87.960252
Single Family Residential,Arlington Heights,60005,479000,4,3,2131,2,Garage,27,Yes,No,42.06219,-87.983936
Single Family Residential,Arlington Heights,60004,399900,4,2.5,2600,2,Garage,27,Yes,Yes,42.122093,-87.989286
Condo/Coop,Arlington Heights,60005,159900,2,2,1100,1,None,27,No,Yes,42.084398,-87.986205
Single Family Residential,Arlington Heights,60004,425000,4,2.5,2300,2,Garage,24,Yes,No,42.135663,-87.967998
Single Family Residential,Arlington Heights,60004,1095000,4,3.5,4208,2,Garage,24,Yes,Yes,42.097762,-88.000222
Condo/Coop,Arlington Heights,60005,129000,2,2,1000,1,None,23,No,Yes,42.053618,-87.982681
Single Family Residential,Arlington Heights,60005,425000,4,2.5,2310,2,Garage,23,No,Yes,42.061677,-87.991067
Single Family Residential,Arlington Heights,60005,450000,3,1,1083,1,Garage,23,No,Yes,42.075369,-87.987481
Condo/Coop,Arlington Heights,60004,149900,2,2,1382,2,None,23,No,Yes,42.135685,-87.97185
Single Family Residential,Arlington Heights,60004,374925,3,2.5,1700,2,Garage,23,No,Yes,42.117253,-87.995907
Single Family Residential,Arlington Heights,60005,880000,3,3.5,3771,2,Garage,23,No,No,42.069437,-87.97817
Single Family Residential,Arlington Heights,60005,412900,4,4,2450,2,Garage,22,Yes,Yes,42.055333,-87.985816
Single Family Residential,Arlington Heights,60004,449900,4,2.5,2231,2,Garage,22,No,Yes,42.131922,-87.965811
Single Family Residential,Arlington Heights,60004,439000,3,3,2514,2,Garage,22,No,No,42.123362,-87.960208
Condo/Coop,Arlington Heights,60005,139900,1,1,906,0,None,22,No,Yes,42.0646932,-87.964752
Townhouse,Arlington Heights,60005,285000,3,2.5,1500,2,Garage,22,No,No,42.068254,-88.001839
Single Family Residential,Arlington Heights,60004,334900,3,1.5,1456,1,Garage,22,No,Yes,42.093975,-88.00306
Condo/Coop,Arlington Heights,60005,139900,2,2,1382,1,None,22,No,No,42.074974,-87.967517
Single Family Residential,Arlington Heights,60005,820995,4,2.5,4018,2,Garage,22,No,No,42.0993643,-87.966298
Single Family Residential,Arlington Heights,60004,339900,3,2.5,1428,2,Garage,22,No,No,42.118208,-87.994797
Single Family Residential,Arlington Heights,60004,760995,4,2.5,3467,3,Garage,22,No,No,42.0994104,-87.966442
Single Family Residential,Arlington Heights,60004,800995,4,3.5,3672,3,Garage,22,No,No,42.0993746,-87.966581
Single Family Residential,Arlington Heights,60004,325000,4,2,1880,1,Garage,21,Yes,No,42.09683,-88.002466
Single Family Residential,Arlington Heights,60005,1299000,4,4,5800,4,Garage,21,No,Yes,42.067469,-87.977404
Single Family Residential,Arlington Heights,60005,335000,3,2.5,1642,2,Garage,21,No,No,42.059476,-87.992629
Townhouse,Arlington Heights,60004,304900,2,2.5,1725,2,Garage,21,No,No,42.1095485,-87.964149
Single Family Residential,Arlington Heights,60005,499900,3,2.5,2332,2,Garage,21,No,Yes,42.075393,-87.978476
Single Family Residential,Arlington Heights,60004,549900,4,3,2603,2,Garage,20,No,Yes,42.097005,-87.979561
Single Family Residential,Arlington Heights,60004,410000,4,2.5,2040,2,Garage,18,No,No,42.120109,-87.960698
Single Family Residential,Arlington Heights,60004,429000,4,2.5,2380,2,Garage,18,No,No,42.117192,-88.003268
Single Family Residential,Arlington Heights,60004,724900,4,2.5,2834,3,Garage,18,No,Yes,42.089443,-87.993003
Condo/Coop,Arlington Heights,60005,525000,2,2.5,1800,2,Garage,18,No,No,42.083475,-87.985651
Single Family Residential,Arlington Heights,60005,324900,3,2,1253,1,Garage,18,No,Yes,42.069022,-87.983428
Single Family Residential,Arlington Heights,60005,395000,3,2,1900,2,Garage,18,No,No,42.052575,-87.98683
Single Family Residential,Arlington Heights,60004,269900,3,1.5,1431,1,Garage,18,No,Yes,42.12659,-87.992778
Single Family Residential,Arlington Heights,60005,449000,3,2,2000,2,Garage,17,No,Yes,42.033428,-87.968892
Single Family Residential,Arlington Heights,60005,379900,3,2,1100,1,Garage,16,No,Yes,42.071864,-87.988246
Single Family Residential,Arlington Heights,60004,384900,3,2,1629,1,Garage,15,No,Yes,42.085261,-87.973554
Townhouse,Arlington Heights,60004,249900,3,2,1500,2,Garage,15,No,No,42.142402,-87.992735
Single Family Residential,Arlington Heights,60004,769000,4,3.5,3428,2,Garage,15,No,Yes,42.091948,-87.984966
Townhouse,Arlington Heights,60004,589900,3,2.5,2589,2,Garage,15,No,Yes,42.076177,-87.964481
Single Family Residential,Arlington Heights,60005,424925,4,2,1819,1,Garage,15,No,No,42.077945,-88.003212
Townhouse,Arlington Heights,60004,259900,3,2,1629,2,Garage,15,No,Yes,42.1117746,-87.948001
Single Family Residential,Arlington Heights,60004,414000,3,2,1224,2,Garage,14,No,Yes,42.113264,-87.963891
Single Family Residential,Arlington Heights,60005,574900,4,2.5,2876,2,Garage,14,No,No,42.064537,-87.988898
Single Family Residential,Arlington Heights,60004,785000,4,4.5,3460,2,Garage,14,No,No,42.091209,-87.982539
Single Family Residential,Arlington Heights,60004,474900,4,2,1776,1,Garage,14,No,No,42.095092,-87.978401
Single Family Residential,Arlington Heights,60004,399900,3,2,1400,2,Garage,14,No,Yes,42.094093,-87.983251
Condo/Coop,Arlington Heights,60005,189900,2,2,1310,4,None,14,No,Yes,42.0640466,-87.964756
Single Family Residential,Arlington Heights,60004,459900,4,2.5,2307,2,Garage,14,No,Yes,42.111382,-87.999976
Single Family Residential,Arlington Heights,60004,990000,4,4.5,4995,9,Garage,13,No,No,42.121768,-87.955547
Single Family Residential,Arlington Heights,60004,549900,5,3,3008,2,Garage,13,No,Yes,42.151915,-87.987758
Condo/Coop,Arlington Heights,60005,119900,1,1,800,1,None,11,No,Yes,42.09236,-88.003428
Single Family Residential,Arlington Heights,60004,639900,4,3,3046,2,Garage,11,No,Yes,42.088017,-87.984934
Townhouse,Arlington Heights,60004,255000,3,2,1400,2,Garage,11,No,Yes,42.111073,-87.947357
Condo/Coop,Arlington Heights,60005,299900,2,2,1300,1,Garage,11,No,Yes,42.082597,-87.98513
Single Family Residential,Arlington Heights,60004,469900,4,3,2870,2,Garage,11,No,Yes,42.115185,-87.966791
Single Family Residential,Arlington Heights,60004,569000,4,2.5,2300,2,Garage,11,No,Yes,42.099393,-87.971751
Single Family Residential,Arlington Heights,60004,385000,3,2.5,1457,2,Garage,11,No,Yes,42.111655,-87.962956
Single Family Residential,Arlington Heights,60004,349900,3,2,1420,1,Garage,10,Yes,Yes,42.094788,-87.975952
Single Family Residential,Arlington Heights,60004,749900,4,2.5,3000,2,Garage,10,No,Yes,42.091884,-87.997124
Single Family Residential,Arlington Heights,60004,524900,4,3.5,2900,2,Garage,10,No,Yes,42.112022,-87.955902
Single Family Residential,Arlington Heights,60004,759000,3,2.5,2850,2,Garage,10,No,Yes,42.089549,-87.977174
Condo/Coop,Arlington Heights,60005,135900,2,2,1300,1,None,10,No,Yes,42.074974,-87.967517
Single Family Residential,Arlington Heights,60004,549000,4,2.5,2888,2,Garage,9,No,No,42.084059,-87.960677
Single Family Residential,Arlington Heights,60005,874900,5,4.5,3654,2,Garage,9,No,No,42.084033,-87.994721
Townhouse,Arlington Heights,60004,224900,2,2,1700,1,Garage,9,No,No,42.106755,-87.977282
